HolderAddress,Balance
0x16ad1637ab8c7c93b6ebd67fa37d27f3942c0f22,383.027562
0x3b673afb88d30824ad9522b7550e68fea679cb79,2986.120579
0xc75d19ca3f15c38b3d56de806d3549229a4a61e9,461.9845045
0x9de8f7ba6b8f08ac432703b35c38c0ffeffee68b,49.52957107
0x9acb5e73b02f9cc4b1c75ca3dbf41f4398fd54c2,19624.15119
0x3c7850cfe7b2147ec9d3d0f92bb0d003ec10c28e,1000.000319
0x8a83d8d01bb82a179b13d55a15242762e6abe9b1,821.1019498
0xcae95884dbc3bdecc3acb3a76739e826164eb9b4,1025.133302
0x08fb206798cbd68615a9351678228846db710781,2730.000242
0x5caff48034d5871b64a141829d6cccbbea9503c9,6635.804399
0xc1bd9cadeec6b1a9ee73193ca41bd82b0bae71f5,980.399573
0xc4552ffd1f31e9dd810b2783a6c3fab0afa90275,373.3695768
0xc6afef9fc04446814fb2582ca1328e80c6276e97,14340.65485
0x2e2fa867076d7bd33d7d42a0b5087dafb91a09b7,4.00E-09
0x1792cd0cbd7017d4af0eb74b12717ee5316012a2,47.63234287
0x72bd9bdc931c7530cfbae475dc30f42502c35947,573.9548065
0x26866362a9f6fa9d74ff8abd5e4c75ab3e32dacd,457.1223636
0x5a1d750dde04b1e0f3884f6252b3962176a9e3be,819.0000903
0x30eaeeec78f1b760ac37b42c2ab6ce7365f037ff,1232.969065
0x5dd548be7b6fe073123daf88d5c7ed2e6e7d2bb1,2099.195151
0x829ea4a2f220a0bf698d2a664fa2681f3181b2d3,6687.005287
0x0bc656f9714adbc84e29c7413092731fee1b802f,34915.91109
0x3b5613b06a025d0c016e82609378f883a3529c6c,1057.566628
0xf89d8c22ddd2214f1b6662eb7b326de68134bd7f,2673.245221
0xa05ba244961f18c34bc984f30d67f9b18ab8f761,410.1606152
0x9f687157e388f495f816f2dad306125a455b887e,450.1869607
0x3dfa2c0eafbd17886bd3e043bbb2a7ad446b1117,8427.191459
0x75060ab6d372df9d673596ebca5a08de5ce3c91c,2238.391929
0xb1b8889884158dd6d4acf4f6b2ecacd15a5422ea,381.2754018
0x532af8f983a143643ef78c81dd4957477440bc2e,2519.858537
0xb0d91186792183d4587d498b22ffc25024da67b5,10042.55623
0x56213863f78b05283ed99b8ff23c31953dc9c65b,22.4261107
0x8dbda3cf8ae5dbdb2ceb8f46df873c419eaee3a7,1.00069905
0x954bc37e672dbee73cd9bb2324d92088f671ad22,992.0996235
0x179e4ec8816b4cf8f13a832dbc9093d2f40e8490,555.2203955
0x239e7a7c91d1c59a730f95735f84abfed890047b,1094.249204
0x9740debb92664a133848e3011198bd41cd5ac469,38462.99207
0x8eff45c7b8d7dfd40188bee1d49a0bd9bab8df7b,21051.92117
0x35f186eab39895648903925ecc2ffac3c3cd5077,107.0288068
0x63d405953a2396e749c187363e6fa05c6a403cb9,2499.524139
0xe329a60cae8782e723259ba39521e3c26b8a5ca5,320.9384436
0xe94d6b375a874b808b59e1e9ee22dd03114292bc,3640.699809
0xb2d428fca023cbf122aefaaf8b04106db17885e2,5172.028252
0x929342e4a73c61445624aa295b152def43f245a5,21066.10628
0x0c62a4854eb30a384f1027186d70b18ce0b046c8,3594.967245
0x5da736f0e3e94870a2ac99e7c7a34f9f830d737d,4427.013256
0x619de5f3cf0b87e0a4df6b8e0945e2874282abe1,2328.985389
0x29e792f384bc2473a262b8cb65716f5c8a486971,343.9800038
0xc9de5df2ed7f51e1fb7b21521b2d51786d23bd00,1075.599899
0xf35758da0978bd52cbff0a6f890dc1c9f60e2392,533.8416806
0x72e13fe4f55674edfff062d190a29cb855bbc4cb,200.4932793
0x3685a4866540bd1ea625231cc52590a8775c25fe,325.1423862
0x9695b218b2530514c3346db094d10cbf1afef278,225.4155984
0xb2e75f96aa05dc17452a62b173e72ff531f98ebc,364.1576746
0xf00f96dc5df57e79b78ad4326e892df60acd045b,226.2417375
0x2b81f01d8d0f995495f26999460c6622f325d9b4,79098.28853
0x39d8a96f7522bc3870a3b33b4965f3fe302f673a,2279.137773
0x330dc087eace5d9971f51ba5183a85f0adabf74f,168.3597028
0xabc8e7a9a28cd0fa71734f4a6eb4bb9ff9484e4b,14.63366289
0xc353176bf491f042064d0b5c335bdc63b1565f3a,1.66531903
0x5653b72d628ec9d6a84906fc1e2a96dc30ed72df,3370.895668
0x0473dfd483c37e4e818955a2cc08bae26d843af9,3670.595404
0xcbefbe9fd9212382dfebfc82e60ad6452e7546c6,90.09000026
0xe5ee637ec43325e01d03bc74395a4a1824c39f6c,16035.68435
0x4db69baec92a0c50f767e805773db02f0bab0141,0.717806375
0x47eb70277a1eb47e5518caf992ab7171b82e690b,2639.910226
0xdff3a7727142b2869bd5b0440a4cb4d42725417d,6010.620237
0xfc1369cbbe094261bc4c0ef3dcaad7d8ad54f620,2144.470221
0x5051352638ff2549ad8edccefb0971d1a51bbf7c,241.8664524
0x0c92a2c394bbfcfaa30939bcbdfc089bd9556b77,853.5800237
0xcebefd368e38a779b8d8e43e08b3a398bb93e526,996.3936094
0xa6cc502a4ad2dcc036c83b3a2f1a20bc30505446,1405.813579
0x57e154154e74ce94da80c52426242720c1795c60,7056.774447
0x5278ade4a79c9b83fbe2c86a1a963c672f6b00b2,3793.868557
0xfe72bea98b12e8926d1e0832974095acaf797f79,2.134851528
0x110fea3b466f0203d2795d1460433f33223a4114,779.9515051
0x1c166cd51a60f61a22ff0a2c8848ca3bc8120993,63326.08642
0x721f388797ca2e266db5b07a33d6b9bc6b86761a,3507.589943
0x81a50ef7083e0c7d495af3e658028310b6aec8b7,593.2454946
0x6d6068ff9f3f986f7b760206cd72dd8a27f52cff,359.3514312
0x7adf72debe5eadbb5bb4aa02c70904eba4c34328,261.3976552
0xf1603735ae594460b06f5eebf9a83883c72403f5,93821.92008
0xc0e28b344a2fa063fcb34f83d57c00d5bc5f255f,678.8600869
0xc7033d61225ab08bf7df06552fb2b320296d078d,3255.661845
0x8ca5c07256e57fad47c72afca5e64ba1985ab683,6112.650968
0x6b7d68eedd3c452c4b4920a41ac58122403e37e1,1134.254155
0x6c8d3183c8fb6cbc78c5d3aad3b49a7f5415b6bf,309.1108485
0x9adec2fa97239d66049d9543c4f7c046e5ae9205,10247.87707
0x6649f69a431e56957c19c5e9f2c2b6452955169e,19142.48476
0x2bb3ca261bfdd2dcd82c512fb3cc78f72281e0a7,1.00246029
0xf4664adf210588066e8ce8ab97a9bb819e4fef8b,17761.59421
0x2676bf22326b71d2af7728458eadd862d484b978,124.6365164
0x98bca551834f8ea5dc13904b91a38c5b6270d679,78.39981121
0xec0865791b94e3539d36eff46f761e40c7f0523f,2668.600375
0x048f5275f303a21dcc09f2f09ed9643f5db0e04f,666.5158645
0xb087088f00da9d75026dce817b6dde5d14f4beee,186.4048959
0x817fd022be039eb9812ac8845b7a7515c629d12c,4467.666947
0x4725ae24218d1e0c64247abf3fe3c306334be86b,640.6700715
0x40f0609e425aa16d36f4944c7c07d610f8456f18,2488.932731
0x7dbeba9be9e6b0471432ea9e74cb63fe0a756f85,5967.92227
0x344cfe74e88a968dff3a65dd6a079225258cd233,2694.060126
0x585dbb3b9294cb32b50bf0c5d96a6e1c244390f1,937.2389021
0x027c9b56dfbfc95404c13b098f2ee3aefa5de921,273.0273024
0xb5b7280b5f31e9b54259ddd246623fa3934b2029,1.00068766
0xa828100c4b5e109bcbf729592d5c4c4431cda96b,125000
0xaad435034d85918090f3a0fc6627aae38fa343a2,21556.23603
0x664b64fb6306e999d39c03ac30cb2bacf44c30f9,1282.50803
0x784ea3969cff74d48df6d5c52d9c08fbba410216,272676.6667
0xc2b15fa015fa48c57b985fc1f5d9b2618c4e6563,255.6758277
0x05ebd370ab966b859a89fe642e03b04919271525,2545.42293
0x0f996f12b2145c281fa04972b7f7ef1532089809,1378.494178
0x33c2633f8674456abc4e16b836bf420410b62b22,1024.590228
0xf2273f4287c7056df8369f5a5b19766100e1e11f,91109.43068
0xd10dc5d12d56ecf85ca989d1f7726a417d96e37b,62435.1608
0x140a999e176369f08751df6b8dfd268d32d81bfc,90528.88226
0x6856a61c908f5e83fbab858eaa328f3eb190ab6c,0.077499405
0xc873b27f4416ebdfbd0f491fef5445b27e82a337,141.8858767
0xd141447f55452ab02576c22b41bb3f589991d7e6,717.8946396
0x1bae39e2fa49ce4c641d00aef8a57de10093739c,43616.75866
0x0087ff693a9cc94c7133c5fb1cd208dacc8b922c,5850.964412
0x7474d03e15a66dc68db42b359dec0d94e4aed6ec,1820.591855
0x0c85c88dc413c5e88120b1064d2ed853956b0e04,1968.046739
0x2f59c828e5e66a6b93ed0b761eb3ded71cfe9fb4,11830.00745
0xce46cfd3f03ffcd1c25ce0ab39588ba6fc087e2d,1151.905482
0xd380c9ed182178f018aa063e212230619dd0c1d7,1153.30792
0x4a717228ed750f624f54dbaee7ccf50f6f61392e,6286.882137
0x569425e709bfa234e6f074c8dccb921fe443686f,15133.88703
0x0f7b466040eaa86e8ceb9adca528789e3c360cf4,1298.671962
0x955de1ea93f9ffa627a40b8cc2e09c6f7a986613,1149.57883
0xb988527b01f78b402d45ba6bdbd1e68af29672b2,45.50000006
0xf480c099efe255b649059d5634341dc2911f79ea,27106.15362
0xf0dee48bee5aa7e7111691911215b7c2fbbad981,23172.27663
0xaabd8b8bdb83998b1fff4aa5c6579d1d28eed955,4650.587896
0x1ef04e1f3e49fdd29720b51b15c2602584382582,387.0411096
0xd72c4071cd34f9670ffcc81f4a841499a01b5252,392.2100075
0x8f057ad31414d411f31b791bd3c412e7f8e05d6c,349.2680141
0x70c2881029b883e54823e67512cce9bce96cb3ce,918.6675847
0x4dd0a2deb2f202932a39248d9524146f12208d16,301.9610133
0x4c26a97a7c586da5585c040852bbf8e7c26a3817,970.8029339
0x64d759d1ee24b6812afdaaecb13506d9648d210a,869.086246
0x247675ef2cc4d467cfc5e90c3e7a07799bf0d738,2275.001086
0x0ba6d73421e213bb03612743026a24c7561eaa14,3817.337009
0x96d36dc3c4bf400a3d8c0d9d3bc0d920c70cfded,1723.424224
0x822383f5f613c7f6b888e59e20c2397633bf21d3,574.4766702
0x351cc2536aea1e2e496a8cae82c9fa7568fac1b7,12.60254961
0xcf9ab02e955868c2aa43dd987928b5921f1ee192,88878.79354
0x0cd8e420217fc84c60f5bb851c5253e3e79e84bd,1147.330865
0x7682461c162b181d8b03f2a71195a5ad7ec58d95,106.4700705
0xba460d9f841059f5e5b5de016d3c4dcfda8f0197,25945.63877
0x71da8b1f7ce3d42ae7d702c92acca013f1d96ad1,6010.164223
0x6681b9d72edb9557004b3562c9da7bdaa9a5c11c,495.1960432
0x84d5eb3173a1bad78f66c04441abff32e3e5b5e6,107.9033339
0x1aeb350541020a40e9825c7b88c98c471f4a6d73,281.3447026
0x0878708a658b48734adedbf421c7a630058ba141,5842.128246
0x2d8a725c06a6f878ad62b9a77188dc56387c5749,74.54054217
0x733cea2a0072eccdf825bf3e8926b659f557c956,698.2985258
0x866181c9a55bf582c0d13b86d4de1cc1d17f14b5,1844.434052
0x006900132cea018d1b0cbcf4114b2b2cd65d9c16,519.9297493
0xee0753ad46e17ba0c1cc35a563d60d5f9dd147be,37225.63555
0x04ca2c4161cfdda1c11f90c8b3b31af366009983,0.261249565
0xc641c17222f874ce60300570f6a25ffca240f5bc,15018.81364
0xce28fb483fc801f2a74fbc6b69c290074915056f,6643.242932
0x9396ddef7e6077cf4c5d6db41fdb6b9c91b20834,12776.72186
0xdfe728e2a2e42b0c936494b73f01d58ae8f1cf9f,52888.73575
0x07886360d065657696f6df9a883ab21baa77dff0,524.8627939
0xdc8c1458aba88878a49ab362f18fe079eafea11f,502254.6075
0x0beaf8314b6191be6029b1512312081251833866,3149.799079
0xcbcd45738d42d1d460db295e0901f9aab49a2c37,9800.887531
0x4be9638eda36cb892450f41e764bc6a6e153b47f,1253.333941
0x5027817057aa8019e9d600712f880a73c04bd564,2520.233505
0x331366a2aec76df9e4019c282a46cd74e0ca91fe,7119.169914
0x2421090eb2ace5fdd12d3ae4f32854d293025eee,1974.244929
0x416bab6e94ca80fdd807be0e5c9154f505e36fc2,216.3230788
0x1a81c61ede3579a42025ba620f2465183986b7e2,718.2105026
0xa0b9ad4faff725e10d87b342dd04180d7f63b77a,159.2380098
0x075bdd15b079bfce5a652f72e95924499654b528,7341.325141
0x4d944e43602d5f9460cd491b3fb3535c80d0365e,183592.9492
0xd55c90f482f7c293917b89370aeaed5f6fe9ffad,4305.715026
0xe68cc67d3e1743b9468f1a90d10237bd78c37a09,0.003491031
0x61bba11beede141e2416d830eb0df97ce0d3854b,58014.50856
0x63fee3c8d822d7f0722aca4a4ac6032e58f609bf,5065.624699
0x4fced6f16669a787a97969097a420883f3d349f8,91.86633321
0x75e39a0156c6d25ed99d957ff8c0423600638de9,204.2049132
0x59edfe0d804eba34b6978216023a4e6cf59991c5,12237.98644
0x5eb9d7a7433dd472af9467256487ae47c488d702,1.54725551
0x0de06e4ce1a9a47efaf3c54a31129bd40c8902e9,6743.026115
0x79fd7c393c17dce5412fff06649dd29394d7cac4,1148.23346
0xaa3b5293f78d63abd292cb6d6c82f47b8a30e15a,71876.84553
0x52675d1b3a9ccffb1490654e5c80ec9288ecac04,1210.300038
0x4f093e8ed4e29bc730858278c6a7ddf288cfce35,95.20379006
0x69b159682f5d720c586f69d088bd20213860b594,8437.600925
0x584079b976893ab5406469f188c71b1bba7fc26b,14247.20355
0x6ebd6788a6471305e7c314dbb41c88edda54d1ab,9399.656855
0x11da310c803c764fe07d9731ae51f3b47bd7acc9,85874.60349
0x5fd203ed4b85c17309928439094953397db0bbcf,7174.436373
0x0e0cd0e23748b50df10bfcbdef9c27163c179e8f,2517.777599
0xed106304cd963b9d55d595d178761d39d4643e1e,10733.26058
0x464cef658fd573c0df4da8445b56e96e3520136b,1.00035381
0x0d5d882d06f5f97334aea49a2f7b5cacfc644da0,231.5475304
0x5d65a068426a802f77ddaf2b6038533f3c135aa6,0.383155775
0x2f2122b21571c7d0f42e6f17b869673ece4a1678,1.00056377
0x894997fc5d43d4ab4700a358f99375e60339489f,8589.347867
0x51f03ca8379e724f954cbfe9297ad3274a497df1,585.6681733
0xec6689f39e60eafacb56fedbcfd9c83e33267b7a,182.0009111
0x81b580e901e7aefbda7f215a64bb59d424c4cf09,95550.31026
0xd763bccc9097dff1770cb740e3a3259743822d69,1.00030497
0x01cff69059f8b338a87485e16e4ce787a77fe93b,750.7500192
0x430e5a3b34d764cd8d4527d53b5a82aa93ed507a,1.00173131
0x068c7e081d6d4dca434d18945a7ee1812017250f,23021.10701
0xc1266dfb35c7ab6f3b611583132b2e05276de6bd,2.2459458
0x19848bd9a65452446a7ba6228eecb8b50b49ce7d,1.05357147
0x9dc58113a03e675ecee9e7b002c765496e8fae80,1.01398607
